content_length_category,content_age,decade,genre_count
Medium,10,2010s,3
Long,9,2010s,2
Long,13,2010s,3
Medium,12,2010s,1
Medium,8,2010s,3
Medium,10,2010s,1
Medium,31,1990s,3
Medium,9,2010s,3
Medium,25,2000s,2
Medium,29,1990s,1
Medium,10,2010s,3
Medium,25,2000s,3
Medium,10,2010s,1
Medium,11,2010s,1
Long,19,2000s,3
Medium,19,2000s,2
Medium,10,2010s,3
Medium,30,1990s,3
Medium,18,2000s,2
Medium,12,2010s,2
Medium,12,2010s,3
Medium,10,2010s,3
Medium,9,2010s,3
Medium,11,2010s,1
Medium,36,1990s,3
Medium,31,1990s,3
Medium,25,2000s,3
Medium,22,2000s,3
Medium,11,2010s,3
Medium,8,2010s,3
Medium,10,2010s,1
Long,41,1980s,3
Long,31,1990s,3
Medium,12,2010s,2
Medium,7,2010s,2
Medium,9,2010s,2
Medium,9,2010s,1
Long,57,1960s,2
Medium,9,2010s,1
Long,11,2010s,2
Medium,16,2010s,3
Long,14,2010s,3
Medium,82,1940s,2
Medium,13,2010s,2
Medium,12,2010s,1
Short,16,2010s,2
Medium,8,2010s,3
Medium,11,2010s,2
Medium,8,2010s,1
Medium,10,2010s,3
Medium,11,2010s,2
Medium,18,2000s,2
Long,13,2010s,3
Medium,10,2010s,2
Medium,20,2000s,2
Medium,9,2010s,1
Short,9,2010s,3
Medium,13,2010s,3
Medium,10,2010s,3
Medium,83,1940s,2
Medium,14,2010s,3
Medium,9,2010s,3
Medium,15,2010s,2
Medium,17,2000s,3
Long,9,2010s,3
Medium,8,2010s,3
Long,10,2010s,1
Long,21,2000s,3
Medium,18,2000s,1
Medium,10,2010s,3
Long,8,2010s,3
Medium,10,2010s,1
Medium,9,2010s,1
Medium,11,2010s,1
Medium,8,2010s,2
Medium,10,2010s,1
Medium,10,2010s,2
Long,9,2010s,2
Medium,12,2010s,2
Medium,22,2000s,3
Medium,8,2010s,3
Medium,8,2010s,1
Long,13,2010s,2
Medium,10,2010s,3
Medium,11,2010s,2
Medium,21,2000s,2
Medium,10,2010s,1
Medium,9,2010s,1
Medium,9,2010s,3
Medium,19,2000s,1
Medium,13,2010s,3
Long,15,2010s,1
Medium,10,2010s,2
Medium,12,2010s,3
Medium,11,2010s,3
Medium,9,2010s,1
Medium,8,2010s,1
Medium,11,2010s,3
Medium,8,2010s,1
Medium,10,2010s,3
Medium,8,2010s,2
Short,9,2010s,2
Medium,11,2010s,3
Medium,43,1980s,2
Medium,10,2010s,3
Long,11,2010s,2
Medium,10,2010s,1
Medium,12,2010s,2
Medium,9,2010s,3
Medium,59,1960s,3
Medium,7,2010s,2
Medium,9,2010s,3
Long,26,2000s,2
Short,9,2010s,1
Medium,8,2010s,2
Medium,24,2000s,3
Medium,13,2010s,2
Medium,10,2010s,2
Medium,26,2000s,3
Medium,9,2010s,1
Medium,11,2010s,3
Medium,8,2010s,2
Medium,10,2010s,3
Medium,9,2010s,3
Medium,59,1960s,3
Short,10,2010s,1
Medium,10,2010s,1
Medium,83,1940s,1
Medium,27,1990s,3
Medium,8,2010s,2
Medium,9,2010s,3
Medium,55,1970s,3
Medium,9,2010s,2
Medium,45,1980s,2
Medium,16,2010s,2
Medium,12,2010s,3
Medium,7,2010s,2
Medium,9,2010s,2
Medium,10,2010s,3
Medium,7,2010s,2
Long,20,2000s,2
Short,11,2010s,1
Medium,13,2010s,3
Long,11,2010s,3
Long,10,2010s,2
Short,83,1940s,1
Long,32,1990s,1
Medium,9,2010s,1
Long,24,2000s,2
Medium,21,2000s,1
Medium,25,2000s,3
Long,18,2000s,3
Long,25,2000s,3
Long,15,2010s,3
Long,13,2010s,3
Long,20,2000s,3
Medium,8,2010s,3
Medium,12,2010s,2
Medium,16,2010s,3
Medium,14,2010s,3
Medium,11,2010s,3
Medium,10,2010s,2
Medium,10,2010s,3
Medium,11,2010s,1
Medium,9,2010s,1
Medium,9,2010s,2
Long,11,2010s,2
Medium,17,2000s,3
Medium,18,2000s,2
Medium,15,2010s,3
Medium,53,1970s,2
Medium,21,2000s,2
Medium,10,2010s,3
Long,12,2010s,3
Medium,17,2000s,2
Medium,11,2010s,3
Long,19,2000s,3
Medium,17,2000s,2
Medium,20,2000s,2
Medium,11,2010s,3
